date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:01:19	995/995	---M-Z	200	added ('OK')	application/x-javascript	etag:%223e3-60196d39d4c9d-gzip%22	https://cybersierra.co/wp-content/plugins/mailchimp/js/mailchimp.js?ver=1.5.8	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/wp-content/plugins/mailchimp/js/mailchimp0322.js	(from https://cybersierra.co/)
12:01:20	21438/21438	---M-Z	200	added ('OK')	application/x-javascript	etag:%2253be-60196ca042567-gzip%22	https://cybersierra.co/wp-includes/js/jquery/ui/core.min.js?ver=1.13.2	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/wp-includes/js/jquery/ui/core.min3f14.js	(from https://cybersierra.co/)
12:01:20	75876/75876	---M-Z	200	added ('OK')	application/x-javascript	etag:%2212864-60196d39d3cfd-gzip%22	https://cybersierra.co/wp-content/plugins/mailchimp/js/datepicker.js?ver=6.2	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/wp-content/plugins/mailchimp/js/datepickerae48.js	(from https://cybersierra.co/)
12:01:20	17651/17651	---M-Z	200	added ('OK')	application/x-javascript	etag:%2244f3-60196d3a3d47d-gzip%22	https://cybersierra.co/wp-content/plugins/cookie-law-info/lite/frontend/js/script.min.js?ver=3.0.8	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/wp-content/plugins/cookie-law-info/lite/frontend/js/script.min6173.js	(from https://cybersierra.co/)
12:01:20	11894/11894	---M-Z	200	added ('OK')	application/x-javascript	etag:%222e76-637cb228b1454-gzip%22	https://cybersierra.co/wp-content/plugins/google-analytics-premium/assets/js/frontend-gtag.min.js?ver=9.6.0	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/wp-content/plugins/google-analytics-premium/assets/js/frontend-gtag.min1dc6.js	(from https://cybersierra.co/)
12:01:21	32057/32057	---M-Z	200	added ('OK')	application/json	date:Mon,%2028%20Jul%202025%2004:01:20%20GMT	https://cybersierra.co/wp-json/wp/v2/pages/5	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/wp-json/wp/v2/pages/5.json	(from https://cybersierra.co/)
12:01:21	379162/379162	---M-Z	200	added ('OK')	application/json	date:Mon,%2028%20Jul%202025%2004:01:20%20GMT	https://cybersierra.co/wp-json/	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/wp-json/index.html	(from https://cybersierra.co/)
12:01:21	280/280	---MCZ	403	error ('Forbidden')	text/html	date:Mon,%2028%20Jul%202025%2004:01:20%20GMT	https://cybersierra.co/xmlrpc.php?rsd	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/xmlrpc0db0.php	(from https://cybersierra.co/)
12:01:21	1045/1045	---M-Z	200	added ('OK')	application/xml	etag:%22415-60196ca05dae7-gzip%22	https://cybersierra.co/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/wp-includes/wlwmanifest.xml	(from https://cybersierra.co/)
12:01:22	2222/2222	---M-Z	200	added ('OK')	application/json	date:Mon,%2028%20Jul%202025%2004:01:21%20GMT	https://cybersierra.co/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcybersierra.co%2F	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/wp-json/oembed/1.0/embedd32e.json	(from https://cybersierra.co/)
12:01:22	2529/2529	---M-Z	200	added ('OK')	text/xml	date:Mon,%2028%20Jul%202025%2004:01:21%20GMT	https://cybersierra.co/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcybersierra.co%2F&format=xml	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/wp-json/oembed/1.0/embed5911	(from https://cybersierra.co/)
12:01:22	0/0	---M--	301	error ('Moved%20Permanently')	text/xml	etag:%2224a989f131eb8ec4a1b7acbe0c346e13%22	https://cybersierra.co/feed/podcast	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/feed/podcast	(from https://cybersierra.co/)
12:01:22	528/528	---M--	200	added ('OK')	image/png	etag:%22210-61514fa4ecfeb%22	https://cybersierra.co/wp-content/uploads/2024/03/cropped-cropped-favicon-32x32.png	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/wp-content/uploads/2024/03/cropped-cropped-favicon-32x32.png	(from https://cybersierra.co/)
12:01:23	2730/2730	---M--	200	added ('OK')	image/png	etag:%22aaa-61514fa4ec04b%22	https://cybersierra.co/wp-content/uploads/2024/03/cropped-cropped-favicon-192x192.png	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/wp-content/uploads/2024/03/cropped-cropped-favicon-192x192.png	(from https://cybersierra.co/)
12:01:23	2213/2213	---M-Z	200	added ('OK')	text/xml	etag:%2224a989f131eb8ec4a1b7acbe0c346e13-gzip%22	https://cybersierra.co/feed/podcast/	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/feed/podcast/index.html	(from https://cybersierra.co/)
12:01:23	2165/2165	---M--	200	added ('OK')	image/png	etag:%22875-61514fa5121a8%22	https://cybersierra.co/wp-content/uploads/2024/03/cropped-cropped-favicon-180x180.png	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/wp-content/uploads/2024/03/cropped-cropped-favicon-180x180.png	(from https://cybersierra.co/)
12:01:23	1375/1375	---M-Z	200	added ('OK')	image/svg+xml	etag:%2255f-612e5a91e2a5d-gzip%22	https://cybersierra.co/wp-content/uploads/2024/03/file-06.svg	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/wp-content/uploads/2024/03/file-06.svg	(from https://cybersierra.co/)
12:01:24	183668/183668	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Jul%202025%2014:24:36%20GMT	https://cybersierra.co/blog/cyber-sierra-recognized-in-the-gartner-hype-cycle/	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/blog/cyber-sierra-recognized-in-the-gartner-hype-cycle/index.html	(from https://cybersierra.co/)
12:01:24	1191/1191	---M-Z	200	added ('OK')	image/svg+xml	etag:%224a7-612e5a9178344-gzip%22	https://cybersierra.co/wp-content/uploads/2024/03/file-search-02.svg	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/wp-content/uploads/2024/03/file-search-02.svg	(from https://cybersierra.co/)
12:01:26	179426/179426	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Jul%202025%2015:19:37%20GMT	https://cybersierra.co/pricing/	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/pricing/index.html	(from https://cybersierra.co/)
12:01:26	1408/1408	---M-Z	200	added ('OK')	image/svg+xml	etag:%22580-612e5a910fb6c-gzip%22	https://cybersierra.co/wp-content/uploads/2024/03/mail-01-1.svg	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/wp-content/uploads/2024/03/mail-01-1.svg	(from https://cybersierra.co/)
12:01:27	186438/186438	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Jul%202025%2014:30:22%20GMT	https://cybersierra.co/blog/	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/blog/index.html	(from https://cybersierra.co/)
12:01:28	167760/167760	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Jul%202025%2016:12:56%20GMT	https://cybersierra.co/about-us/	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/about-us/index.html	(from https://cybersierra.co/)
12:01:28	160035/160035	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Jul%202025%2018:17:48%20GMT	https://cybersierra.co/case-studies/	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/case-studies/index.html	(from https://cybersierra.co/)
12:01:29	181204/181204	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Jul%202025%2014:44:22%20GMT	https://cybersierra.co/newsletter/	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/newsletter/index.html	(from https://cybersierra.co/)
12:01:30	352593/352593	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Jul%202025%2015:06:22%20GMT	https://cybersierra.co/podcast-2/	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/podcast-2/index.html	(from https://cybersierra.co/)
12:01:30	1097/1097	---M-Z	200	added ('OK')	image/svg+xml	etag:%22449-612e5a925db14-gzip%22	https://cybersierra.co/wp-content/uploads/2024/03/podcast.svg	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/wp-content/uploads/2024/03/podcast.svg	(from https://cybersierra.co/)
12:01:30	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2028%20Jul%202025%2004:01:30%20GMT	https://cybersierra.co/book-a-demo	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/book-a-demo	(from https://cybersierra.co/)
12:01:31	179152/179152	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Jul%202025%2015:56:23%20GMT	https://cybersierra.co/book-a-demo/	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/book-a-demo/index.html	(from https://cybersierra.co/)
12:01:31	302/302	---M-Z	200	added ('OK')	image/svg+xml	etag:%2212e-609ae6a51819d-gzip%22	https://cybersierra.co/wp-content/themes/cyber-sierra/assets/img/hamburger-close.svg	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/wp-content/themes/cyber-sierra/assets/img/hamburger-close.svg	(from https://cybersierra.co/)
12:01:32	3805/3805	---M-Z	200	added ('OK')	image/svg+xml	etag:%22edd-612e50ca5da31-gzip%22	https://cybersierra.co/wp-content/themes/cyber-sierra/assets/img/usecase-ccm.svg	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/wp-content/themes/cyber-sierra/assets/img/usecase-ccm.svg	(from https://cybersierra.co/)
12:01:32	1343/1343	---M-Z	200	added ('OK')	image/svg+xml	etag:%2253f-612e50ca5da31-gzip%22	https://cybersierra.co/wp-content/themes/cyber-sierra/assets/img/usecase-tprm.svg	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/wp-content/themes/cyber-sierra/assets/img/usecase-tprm.svg	(from https://cybersierra.co/)
12:01:33	156865/156865	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Jul%202025%2019:10:50%20GMT	https://cybersierra.co/use-case/ccm/	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/use-case/ccm/index.html	(from https://cybersierra.co/)
12:01:33	1204/1204	---M-Z	200	added ('OK')	image/svg+xml	etag:%224b4-612e50ca5da31-gzip%22	https://cybersierra.co/wp-content/themes/cyber-sierra/assets/img/usecase-grc.svg	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/wp-content/themes/cyber-sierra/assets/img/usecase-grc.svg	(from https://cybersierra.co/)
12:01:34	158568/158568	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Jul%202025%2019:10:50%20GMT	https://cybersierra.co/use-case/tprm/	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/use-case/tprm/index.html	(from https://cybersierra.co/)
12:01:34	3035/3035	---M-Z	200	added ('OK')	image/svg+xml	etag:%22bdb-612e50ca5da31-gzip%22	https://cybersierra.co/wp-content/themes/cyber-sierra/assets/img/industry-bfsi.svg	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/wp-content/themes/cyber-sierra/assets/img/industry-bfsi.svg	(from https://cybersierra.co/)
12:01:34	149624/149624	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Jul%202025%2016:38:21%20GMT	https://cybersierra.co/industry/bfsi/	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/industry/bfsi/index.html	(from https://cybersierra.co/)
12:01:35	158541/158541	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Jul%202025%2015:24:19%20GMT	https://cybersierra.co/use-case/grc/	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/use-case/grc/index.html	(from https://cybersierra.co/)
12:01:35	2662/2662	---M-Z	200	added ('OK')	image/svg+xml	etag:%22a66-612e50ca5da31-gzip%22	https://cybersierra.co/wp-content/themes/cyber-sierra/assets/img/industry-manufacturing.svg	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/wp-content/themes/cyber-sierra/assets/img/industry-manufacturing.svg	(from https://cybersierra.co/)
12:01:35	736/736	---M-Z	200	added ('OK')	image/svg+xml	etag:%222e0-609a025706730-gzip%22	https://cybersierra.co/wp-content/themes/cyber-sierra/assets/img/ccm.svg	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/wp-content/themes/cyber-sierra/assets/img/ccm.svg	(from https://cybersierra.co/)
12:01:36	149274/149274	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Jul%202025%2015:59:51%20GMT	https://cybersierra.co/industry/health-tech/	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/industry/health-tech/index.html	(from https://cybersierra.co/)
12:01:36	1341/1341	---M-Z	200	added ('OK')	image/svg+xml	etag:%2253d-609a025708670-gzip%22	https://cybersierra.co/wp-content/themes/cyber-sierra/assets/img/tprm.svg	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/wp-content/themes/cyber-sierra/assets/img/tprm.svg	(from https://cybersierra.co/)
12:01:37	177793/177793	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Jul%202025%2015:25:31%20GMT	https://cybersierra.co/platform-tprm/	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/platform-tprm/index.html	(from https://cybersierra.co/)
12:01:37	1204/1204	---M-Z	200	added ('OK')	image/svg+xml	etag:%224b4-609a025706730-gzip%22	https://cybersierra.co/wp-content/themes/cyber-sierra/assets/img/grc.svg	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/wp-content/themes/cyber-sierra/assets/img/grc.svg	(from https://cybersierra.co/)
12:01:38	176156/176156	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Jul%202025%2015:25:28%20GMT	https://cybersierra.co/platform-governance-risk-compliance/	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/platform-governance-risk-compliance/index.html	(from https://cybersierra.co/)
12:01:38	1281/1281	---M-Z	200	added ('OK')	image/svg+xml	etag:%22501-609a025708670-gzip%22	https://cybersierra.co/wp-content/themes/cyber-sierra/assets/img/threat-intelligence.svg	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/wp-content/themes/cyber-sierra/assets/img/threat-intelligence.svg	(from https://cybersierra.co/)
12:01:39	178602/178602	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Jul%202025%2019:10:50%20GMT	https://cybersierra.co/platform-threat-intelligence/	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/platform-threat-intelligence/index.html	(from https://cybersierra.co/)
12:01:39	1484/1484	---M-Z	200	added ('OK')	image/svg+xml	etag:%225cc-609a025706730-gzip%22	https://cybersierra.co/wp-content/themes/cyber-sierra/assets/img/employee-security-training.svg	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/wp-content/themes/cyber-sierra/assets/img/employee-security-training.svg	(from https://cybersierra.co/)
12:01:40	175505/175505	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Jul%202025%2019:10:50%20GMT	https://cybersierra.co/platform-employee-security-training/	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/platform-employee-security-training/index.html	(from https://cybersierra.co/)
12:01:40	1353/1353	---M-Z	200	added ('OK')	image/svg+xml	etag:%22549-609a025706730-gzip%22	https://cybersierra.co/wp-content/themes/cyber-sierra/assets/img/cyber-insurance.svg	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/wp-content/themes/cyber-sierra/assets/img/cyber-insurance.svg	(from https://cybersierra.co/)
12:01:41	176139/176139	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Jul%202025%2015:17:40%20GMT	https://cybersierra.co/platform-cyber-insurance/	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/platform-cyber-insurance/index.html	(from https://cybersierra.co/)
12:01:41	87106/87106	---M--	200	added ('OK')	image/webp	etag:%2215442-615173f770b9d%22	https://cybersierra.co/wp-content/themes/cyber-sierra/custom-blocks/hero-title/img/hero-backdrop.webp	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/wp-content/themes/cyber-sierra/custom-blocks/hero-title/img/hero-backdrop.webp	(from https://cybersierra.co/)
12:01:41	45154/45154	---M--	200	added ('OK')	image/webp	etag:%22b062-615173f770b9d%22	https://cybersierra.co/wp-content/themes/cyber-sierra/custom-blocks/hero-title/img/hero-background.webp	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/wp-content/themes/cyber-sierra/custom-blocks/hero-title/img/hero-background.webp	(from https://cybersierra.co/)
12:01:41	1202/1202	---M-Z	200	added ('OK')	image/svg+xml	etag:%224b2-609a02570e430-gzip%22	https://cybersierra.co/wp-content/themes/cyber-sierra/custom-blocks/hero-title/img/hero-backdrop-footer.svg	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/wp-content/themes/cyber-sierra/custom-blocks/hero-title/img/hero-backdrop-footer.svg	(from https://cybersierra.co/)
12:01:41	6263/6263	---M-Z	200	added ('OK')	image/svg+xml	etag:%221877-609a1866c799d-gzip%22	https://cybersierra.co/wp-content/uploads/2023/11/Frame-1410129291.svg	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/wp-content/uploads/2023/11/Frame-1410129291.svg	(from https://cybersierra.co/)
12:01:42	8667/8667	---M-Z	200	added ('OK')	image/svg+xml	etag:%2221db-609a18673ad50-gzip%22	https://cybersierra.co/wp-content/uploads/2023/11/hybr1d-logo-svg-3.svg	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/wp-content/uploads/2023/11/hybr1d-logo-svg-3.svg	(from https://cybersierra.co/)
12:01:42	9155/9155	---M-Z	200	added ('OK')	image/svg+xml	etag:%2223c3-609a1867ab223-gzip%22	https://cybersierra.co/wp-content/uploads/2023/11/Frame-1410129288.svg	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/wp-content/uploads/2023/11/Frame-1410129288.svg	(from https://cybersierra.co/)
12:01:42	3978/3978	---M-Z	200	added ('OK')	image/svg+xml	etag:%22f8a-609a186818817-gzip%22	https://cybersierra.co/wp-content/uploads/2023/11/Frame-1410129289.svg	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/wp-content/uploads/2023/11/Frame-1410129289.svg	(from https://cybersierra.co/)
12:01:42	6437/6437	---M-Z	200	added ('OK')	image/svg+xml	etag:%221925-609a186885e0b-gzip%22	https://cybersierra.co/wp-content/uploads/2023/11/yocket-svg-FullLogo-1-1.svg	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/wp-content/uploads/2023/11/yocket-svg-FullLogo-1-1.svg	(from https://cybersierra.co/)
12:01:42	40801/40801	---M-Z	200	added ('OK')	image/svg+xml	etag:%229f61-609a2d9075018-gzip%22	https://cybersierra.co/wp-content/uploads/2023/11/Frame-1410129287.svg	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/wp-content/uploads/2023/11/Frame-1410129287.svg	(from https://cybersierra.co/)
12:01:43	429/429	---M-Z	200	added ('OK')	image/svg+xml	etag:%221ad-609a02571518f-gzip%22	https://cybersierra.co/wp-content/themes/cyber-sierra/custom-blocks/problem-solution/img/checkbox.svg	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/wp-content/themes/cyber-sierra/custom-blocks/problem-solution/img/checkbox.svg	(from https://cybersierra.co/)
12:01:43	209/209	---M-Z	200	added ('OK')	image/svg+xml	etag:%22d1-60196d3b7ba3d-gzip%22	https://cybersierra.co/wp-content/themes/cyber-sierra/assets/img/caret-right.svg	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/wp-content/themes/cyber-sierra/assets/img/caret-right.svg	(from https://cybersierra.co/)
12:01:43	95586/95586	---M--	200	added ('OK')	image/png	etag:%2217562-609a16b65a79e%22	https://cybersierra.co/wp-content/uploads/2023/11/CCM-Visual-1.png	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/wp-content/uploads/2023/11/CCM-Visual-1.png	(from https://cybersierra.co/)
12:01:43	43464/43464	---M--	200	added ('OK')	image/png	etag:%22a9c8-609a16d7ff867%22	https://cybersierra.co/wp-content/uploads/2023/11/TPRM-Visual-1.png	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/wp-content/uploads/2023/11/TPRM-Visual-1.png	(from https://cybersierra.co/)
12:01:44	138945/138945	---M--	200	added ('OK')	image/png	etag:%2221ec1-609a16f496a9e%22	https://cybersierra.co/wp-content/uploads/2023/11/Governance-Visual-1.png	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/wp-content/uploads/2023/11/Governance-Visual-1.png	(from https://cybersierra.co/)
12:01:44	22264/22264	---M-Z	200	added ('OK')	image/svg+xml	etag:%2256f8-609a02571518f-gzip%22	https://cybersierra.co/wp-content/themes/cyber-sierra/custom-blocks/problem-solution/img/bottom-backdrop.svg	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/wp-content/themes/cyber-sierra/custom-blocks/problem-solution/img/bottom-backdrop.svg	(from https://cybersierra.co/)
